"Chr","identity_NCBI","tx","gene","pr","identity_Zijun","identity"
"NC_050471.1",NA,"Mpha_MSTRG.10756.47","Mpha_lnc06194",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10838.13","Mpha_lnc06195",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10973.1","Mpha_lnc06199",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10269.17","Mpha_lnc06200",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10304.37","Mpha_lnc06201",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12049.5","Mpha_lnc06202",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12049.1","Mpha_lnc06202",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11564.2","Mpha_lnc06204",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11564.3","Mpha_lnc06204",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11103.1","Mpha_lnc06205",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10756.44","Mpha_lnc06206",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11594.32","Mpha_lnc06208",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11536.2","Mpha_lnc06212",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11505.93","Mpha_lnc06213",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11963.38","Mpha_lnc06214",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10390.3","Mpha_lnc06215",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11677.4","Mpha_lnc06222",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10269.7","Mpha_lnc06225",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11353.32","Mpha_lnc06227",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11358.4","Mpha_lnc06232",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12266.4","Mpha_lnc06233",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12266.3","Mpha_lnc06233",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10617.2","Mpha_lnc06234",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12051.1","Mpha_lnc06236",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10900.1","Mpha_lnc06237",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10400.11","Mpha_lnc06238",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11156.1","Mpha_lnc06240",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12056.13","Mpha_lnc06244",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10511.6","Mpha_lnc06246",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12220.2","Mpha_lnc06253",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11463.1","Mpha_lnc06254",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12328.5","Mpha_lnc06255",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12328.14","Mpha_lnc06255",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11661.4","Mpha_lnc06257",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10269.20","Mpha_lnc06258",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10753.2","Mpha_lnc06265",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10696.5","Mpha_lnc06270",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10834.85","Mpha_lnc06271",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12275.2","Mpha_lnc06272",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10619.7","Mpha_lnc06274",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10619.8","Mpha_lnc06274",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12077.10","Mpha_lnc06275",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11450.2","Mpha_lnc06280",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12359.6","Mpha_lnc06281",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11994.3","Mpha_lnc06283",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11994.5","Mpha_lnc06283",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10696.8","Mpha_lnc06285",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11719.1","Mpha_lnc06286",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11376.1","Mpha_lnc06288",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11598.1","Mpha_lnc06289",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10619.2","Mpha_lnc06292",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10793.13","Mpha_lnc06293",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10793.14","Mpha_lnc06293",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11353.13","Mpha_lnc06294",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10778.1","Mpha_lnc06302",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10793.21","Mpha_lnc06304",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10803.1","Mpha_lnc06305",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12395.1","Mpha_lnc06307",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11379.2","Mpha_lnc06312",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11955.36","Mpha_lnc06314",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11647.1","Mpha_lnc06316",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10736.2","Mpha_lnc06317",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10736.1","Mpha_lnc06317",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12038.2","Mpha_lnc06318",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11967.27","Mpha_lnc06321",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11231.2","Mpha_lnc06322",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11988.10","Mpha_lnc06325",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10402.1","Mpha_lnc06326",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12488.66","Mpha_lnc06327",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10587.1","Mpha_lnc06330",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10541.1","Mpha_lnc06335",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12455.1","Mpha_lnc06340",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10304.35","Mpha_lnc06343",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11447.1","Mpha_lnc06346",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10599.7","Mpha_lnc06349",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11243.1","Mpha_lnc06354",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11675.1","Mpha_lnc06356",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11963.37","Mpha_lnc06359",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11364.51","Mpha_lnc06360",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11353.17","Mpha_lnc06361",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11918.52","Mpha_lnc06362",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10269.1","Mpha_lnc06363",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11826.2","Mpha_lnc06364",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12056.4","Mpha_lnc06368",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11918.49","Mpha_lnc06375",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10599.1","Mpha_lnc06376",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11594.7","Mpha_lnc06377",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10304.6","Mpha_lnc06378",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11339.1","Mpha_lnc06382",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11318.1","Mpha_lnc06383",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10517.99","Mpha_lnc06385",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11011.1","Mpha_lnc06391",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12122.1","Mpha_lnc06392",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11303.1","Mpha_lnc06393",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12176.1","Mpha_lnc06394",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11120.1","Mpha_lnc06395",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11861.1","Mpha_lnc06396",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10779.1","Mpha_lnc06397",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11493.1","Mpha_lnc06398",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11884.1","Mpha_lnc06399",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12170.1","Mpha_lnc06400",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10992.1","Mpha_lnc06401",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11817.1","Mpha_lnc06402",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11822.1","Mpha_lnc06403",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11716.1","Mpha_lnc06404",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11013.1","Mpha_lnc06405",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11771.1","Mpha_lnc06406",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12007.1","Mpha_lnc06407",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11140.1","Mpha_lnc06408",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11082.1","Mpha_lnc06409",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11136.1","Mpha_lnc06410",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11187.1","Mpha_lnc06411",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11102.1","Mpha_lnc06412",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11869.1","Mpha_lnc06413",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10940.1","Mpha_lnc06414",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11138.1","Mpha_lnc06415",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12105.1","Mpha_lnc06416",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11721.1","Mpha_lnc06417",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11297.1","Mpha_lnc06418",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11458.1","Mpha_lnc06419",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11880.1","Mpha_lnc06420",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12129.1","Mpha_lnc06421",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12106.1","Mpha_lnc06422",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12107.1","Mpha_lnc06423",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12183.1","Mpha_lnc06424",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11953.1","Mpha_lnc06425",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10780.1","Mpha_lnc06426",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11193.1","Mpha_lnc06427",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11863.1","Mpha_lnc06428",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11794.1","Mpha_lnc06429",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11180.1","Mpha_lnc06430",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11795.1","Mpha_lnc06431",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10363.1","Mpha_lnc06432",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11715.1","Mpha_lnc06433",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11178.1","Mpha_lnc06434",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10782.1","Mpha_lnc06435",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11562.1","Mpha_lnc06436",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11819.1","Mpha_lnc06437",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11135.1","Mpha_lnc06438",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11474.1","Mpha_lnc06439",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11308.1","Mpha_lnc06440",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10777.1","Mpha_lnc06441",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11875.1","Mpha_lnc06442",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11882.1","Mpha_lnc06443",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12124.1","Mpha_lnc06444",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11792.1","Mpha_lnc06445",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11299.1","Mpha_lnc06446",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10939.1","Mpha_lnc06447",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12123.1","Mpha_lnc06448",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12125.1","Mpha_lnc06449",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11310.1","Mpha_lnc06450",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12180.1","Mpha_lnc06451",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11470.1","Mpha_lnc06452",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11113.1","Mpha_lnc06453",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11115.1","Mpha_lnc06454",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11084.1","Mpha_lnc06455",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11891.1","Mpha_lnc06456",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11980.1","Mpha_lnc06457",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12181.1","Mpha_lnc06458",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11182.1","Mpha_lnc06459",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11849.1","Mpha_lnc06460",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10783.1","Mpha_lnc06461",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11859.1","Mpha_lnc06462",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11788.1","Mpha_lnc06463",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12120.1","Mpha_lnc06464",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12117.1","Mpha_lnc06465",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10773.1","Mpha_lnc06466",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11814.1","Mpha_lnc06467",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12119.1","Mpha_lnc06468",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12175.1","Mpha_lnc06469",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11032.1","Mpha_lnc06470",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11093.1","Mpha_lnc06471",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11775.1","Mpha_lnc06472",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11874.1","Mpha_lnc06473",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11209.1","Mpha_lnc06474",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11852.1","Mpha_lnc06475",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11142.1","Mpha_lnc06476",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12182.1","Mpha_lnc06477",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11121.1","Mpha_lnc06478",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11559.1","Mpha_lnc06479",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11218.1","Mpha_lnc06480",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11563.1","Mpha_lnc06481",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11816.1","Mpha_lnc06482",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11850.1","Mpha_lnc06483",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10602.1","Mpha_lnc06484",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11845.1","Mpha_lnc06485",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11306.1","Mpha_lnc06486",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12168.1","Mpha_lnc06487",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11799.1","Mpha_lnc06488",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10775.1","Mpha_lnc06489",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11892.1","Mpha_lnc06490",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12171.1","Mpha_lnc06491",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11181.1","Mpha_lnc06492",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11970.1","Mpha_lnc06493",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11304.1","Mpha_lnc06494",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11870.1","Mpha_lnc06495",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10788.1","Mpha_lnc06496",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11801.1","Mpha_lnc06497",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11798.1","Mpha_lnc06498",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10789.1","Mpha_lnc06499",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10776.1","Mpha_lnc06500",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12118.1","Mpha_lnc06501",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12010.1","Mpha_lnc06502",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12116.1","Mpha_lnc06503",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11488.1","Mpha_lnc06504",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11803.1","Mpha_lnc06505",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11141.1","Mpha_lnc06506",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11667.1","Mpha_lnc06507",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11071.1","Mpha_lnc06508",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12179.1","Mpha_lnc06509",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11701.1","Mpha_lnc06510",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12121.1","Mpha_lnc06511",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11765.1","Mpha_lnc06512",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.10772.1","Mpha_lnc06513",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11496.1","Mpha_lnc06514",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12404.1","Mpha_lnc06515",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11177.1","Mpha_lnc06516",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12278.1","Mpha_lnc06517",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11613.1","Mpha_lnc06518",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11099.1","Mpha_lnc06519",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12174.1","Mpha_lnc06520",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11710.1","Mpha_lnc06521",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11239.1","Mpha_lnc06522",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.11558.1","Mpha_lnc06523",NA,"lncRNA","lncRNA"
"NC_050471.1",NA,"Mpha_MSTRG.12103.1","Mpha_lnc06524",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7669.5","Mpha_lnc06525",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7669.16","Mpha_lnc06525",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6185.31","Mpha_lnc06526",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6185.27","Mpha_lnc06526",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6185.30","Mpha_lnc06526",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6185.29","Mpha_lnc06526",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6240.1","Mpha_lnc06527",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7242.9","Mpha_lnc06528",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7287.1","Mpha_lnc06529",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7287.2","Mpha_lnc06529",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6193.13","Mpha_lnc06530",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7658.4","Mpha_lnc06531",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6750.1","Mpha_lnc06533",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6168.27","Mpha_lnc06534",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6168.30","Mpha_lnc06534",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7242.5","Mpha_lnc06535",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7242.6","Mpha_lnc06535",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.6353.3","Mpha_lnc06536",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7627.62","Mpha_lnc06537",NA,"lncRNA","lncRNA"
"NC_050469.1",NA,"Mpha_MSTRG.7627.58","Mpha_lnc06537",NA,"lncRNA","lncRNA"
